,maker,specific_origin,ref,review_date,cocoa_percent,company_location,rating,bean_type,broad_origin
1490,"smooth chocolator, the","maranon, batch 2",1666,2015,67.0,australia,3.0,forastero (nacional),peru
310,cacao sampaka,ecuador,523,2010,71.0,spain,3.75,unknown,ecuador
711,friis holm (bonnat),"chuno, triple turned, xoco",895,2012,70.0,denmark,3.25,"criollo, trinitario",nicaragua
219,blue bandana,guatemala,911,2012,70.0,u.s.a.,3.5,unknown,guatemala
924,l.a. burdick (felchlin),madagascar,431,2009,64.0,u.s.a.,3.5,trinitario,madagascar
1167,na�ve,barinas,1399,2014,70.0,lithuania,3.0,unknown,venezuela
543,dick taylor,sambirano,661,2011,80.0,u.s.a.,2.75,trinitario,madagascar
679,fresco,"maranon, #228, mr, sc",1383,2014,70.0,u.s.a.,3.0,forastero (nacional),peru
195,bittersweet origins,ghana,963,2012,72.0,u.s.a.,3.5,forastero,ghana
1063,marsatta,dominican republic,1189,2013,74.0,u.s.a.,2.25,unknown,dominican
61,amano,cuyagua,147,2007,70.0,u.s.a.,3.0,unknown,venezuela
562,domori,"carupano, h. san jose",227,2008,70.0,italy,3.0,trinitario,venezuela
1562,spagnvola,agrocriso plantation,793,2012,70.0,u.s.a.,3.0,unknown,dominican
1377,ritual,sambirano,891,2012,75.0,u.s.a.,4.0,trinitario,madagascar
1250,pacari,los rios,224,2008,72.0,ecuador,3.0,forastero (arriba),ecuador
1456,sibu,oro,1586,2015,82.0,costa rica,3.25,unknown,costa rica
1121,middlebury,maya mountain,1490,2015,80.0,u.s.a.,3.5,trinitario,belize
695,fresco,"jamaica, #210, dr, mc",642,2011,70.0,u.s.a.,3.5,trinitario,jamaica
68,amazona,"bellavista gran pajeten, san martin",1145,2013,73.0,peru,3.5,trinitario,peru
31,ah cacao,tabasco,316,2009,70.0,mexico,3.0,criollo,mexico
1285,pierre marcolini,"peru, las pampas p.",531,2010,85.0,belgium,3.0,criollo,peru
1558,soul,venezuela,1936,2017,75.0,canada,3.5,unknown,venezuela
1118,michel cluizel,mangaro p.,24,2006,65.0,france,4.0,trinitario,madagascar
624,erithaj (a. morin),ham luong,1209,2014,80.0,france,3.0,trinitario,vietnam
1381,roasting masters,"la dorado, light roast",1844,2016,70.0,south korea,3.25,unknown,costa rica
903,kto,ocumare,1422,2014,72.0,u.s.a.,2.75,unknown,venezuela
983,love bar,nicaragua,1502,2015,75.0,u.s.a.,2.0,unknown,nicaragua
918,l.a. burdick (felchlin),brazil,891,2012,70.0,u.s.a.,4.0,unknown,brazil
1479,"smooth chocolator, the","maya mtn, moho r., toledo d.",1756,2016,70.0,australia,3.75,unknown,belize
1080,mast brothers,san martin,777,2011,75.0,u.s.a.,3.0,unknown,peru
379,chchukululu (tulicorp),los rios,252,2008,75.0,ecuador,3.0,forastero (arriba),ecuador
1585,strita supreme,"samar, east visayas region",943,2012,70.0,u.s.a.,2.5,unknown,philippines
1732,wellington chocolate factory,conacado,1756,2016,70.0,new zealand,3.5,trinitario,dominican
1428,scharffen berger,markham valley,781,2011,68.0,u.s.a.,3.75,unknown,papua new guinea
160,beau cacao,"asajaya e, nw borneo, b. #132/4500",1948,2017,73.0,u.k.,3.0,unknown,malaysia
997,madre,"choobua, kona",1089,2013,70.0,u.s.a.,2.75,unknown,hawaii
1677,undone,matagalpa,1438,2014,74.0,u.s.a.,2.75,unknown,nicaragua
1240,pacari,"sierra nevada, tutu iku",1848,2016,70.0,ecuador,4.0,unknown,colombia
1260,palette de bine,sambirano,1239,2014,78.0,canada,3.75,trinitario,madagascar
58,amano,montanya,363,2009,70.0,u.s.a.,3.0,unknown,venezuela
891,kallari (ecuatoriana),roberto,245,2008,75.0,ecuador,2.75,unknown,ecuador
885,kah kow,"rizek cacao, domin. rep.",1069,2013,55.0,domincan republic,3.25,unknown,dominican
1027,manoa,"oahu, winward, #151, maunawili district",1007,2012,72.0,u.s.a.,3.25,unknown,hawaii
70,ambrosia,madagascar,1494,2015,66.0,canada,3.25,trinitario,madagascar
603,east van roasters,dominican republic,1343,2014,70.0,canada,3.75,unknown,dominican
146,bahen & co.,sambirano,995,2012,70.0,australia,3.0,trinitario,madagascar
411,chocolats privilege,xoconusco,1219,2014,70.0,canada,2.5,criollo,mexico
1707,vao vao (chocolaterie robert),madagascar,404,2009,80.0,madagascar,2.75,trinitario,madagascar
500,danta,los ujuxtes,987,2012,70.0,guatemala,3.75,unknown,guatemala
623,erithaj (a. morin),ben tre,1205,2014,70.0,france,3.25,trinitario,vietnam
378,chchukululu (tulicorp),arriba,486,2010,55.0,ecuador,2.75,forastero (arriba),ecuador
289,cacao de origen,chuao,1688,2015,77.0,venezuela,3.5,trinitario,venezuela
618,emerald estate,emerald estate,1137,2013,70.0,st. lucia,3.25,unknown,st lucia
21,a. morin,bolivia,797,2012,70.0,france,3.5,unknown,bolivia
464,coppeneur,"sambirano, menava p.",196,2007,72.0,germany,3.0,trinitario,madagascar
1458,sibu sura,peru,911,2012,70.0,u.s.a.,2.5,unknown,peru
357,castronovo,"maya mtn, batch 454, heirloom",1724,2016,72.0,u.s.a.,4.0,trinitario,belize
16,a. morin,papua new guinea,1015,2013,70.0,france,3.25,unknown,papua new guinea
1244,pacari,tangara,1415,2014,70.0,ecuador,4.0,unknown,ecuador
1445,seaforth,grenada,1658,2015,70.0,u.k.,2.75,unknown,grenada
1549,soma,africa,377,2009,70.0,canada,3.5,forastero,ghana
742,grenada chocolate co.,grenada,363,2009,60.0,grenada,2.75,trinitario,grenada
1581,stella (aka bernrain),india,729,2011,72.0,switzerland,3.25,unknown,india
661,franceschi,ocumare,1355,2014,70.0,venezuela,3.75,unknown,venezuela
561,domori,"chuao, hacienda san jose",470,2010,70.0,italy,3.0,trinitario,venezuela
39,alain ducasse,"piura, perou",1173,2013,75.0,france,2.5,unknown,peru
527,dean and deluca (belcolade),papua new guinea,180,2007,64.0,u.s.a.,3.0,unknown,papua new guinea
474,creo,"""heirloom"", arriba nacional",1736,2016,73.0,u.s.a.,3.75,forastero (nacional),ecuador
1375,ritual,"toledo district, maya",1089,2013,75.0,u.s.a.,3.75,trinitario,belize
1293,pierre marcolini,"kendem lembu, java",93,2006,72.0,belgium,3.0,criollo,indonesia
817,holy cacao,"camino verde p., balao, guayas",1466,2015,70.0,israel,3.5,unknown,ecuador
584,duffy's,ocumare,923,2012,72.0,u.k.,3.75,unknown,venezuela
1019,mana,conacado,821,2012,74.0,u.s.a.,3.75,unknown,dominican
117,arete,chuno,1598,2015,70.0,u.s.a.,4.0,"criollo, trinitario",nicaragua
723,fruition,camino verde,1185,2013,75.0,u.s.a.,3.0,unknown,ecuador
1627,tcho,fruity-beta,280,2008,70.0,u.s.a.,2.5,unknown,peru
220,blue bandana,madagascar,911,2012,70.0,u.s.a.,3.75,trinitario,madagascar
192,bisou,"san andres, american style",1486,2015,76.0,u.s.a.,2.5,unknown,costa rica
427,choklat,brazilian,377,2009,80.0,canada,3.0,unknown,brazil
413,chocosol,"chiapas, lacandon jungle, oaxacom mtn",682,2011,65.0,canada,3.25,unknown,mexico
502,danta,las acacias e.,987,2012,70.0,guatemala,4.0,criollo,guatemala
1084,mast brothers,ocumare de la costa,572,2010,75.0,u.s.a.,3.0,unknown,venezuela
1199,oakland chocolate co.,jamaica,478,2010,70.0,u.s.a.,2.5,trinitario,jamaica
696,fresco,"sambirano valley, #214, lr, mc",682,2011,74.0,u.s.a.,2.75,trinitario,madagascar
1335,pralus,fortissima,93,2006,80.0,france,4.0,"criollo, trinitario",ecuador
1758,xocolat,hispaniola,1057,2013,66.0,domincan republic,3.0,unknown,dominican
171,bellflower,"alto beni, palos blanco",1804,2016,70.0,u.s.a.,3.25,unknown,bolivia
1418,salgado,esmeraldas,288,2008,70.0,argentina,3.5,forastero (nacional),ecuador
161,beau cacao,"serian e., nw borneo, b. #134/3800",1948,2017,72.0,u.k.,3.25,unknown,malaysia
1744,willie's cacao,java,593,2010,69.0,u.k.,3.75,unknown,indonesia
1666,tocoti,dominican republic,789,2011,74.0,u.s.a.,3.0,unknown,dominican
1761,zak's,"papua new guinea, batch 2",1574,2015,70.0,u.s.a.,3.0,unknown,papua new guinea
1565,spencer,dominican republic,1932,2017,70.0,u.s.a.,3.75,unknown,dominican
732,georgia ramon,akesson p.,1646,2015,75.0,germany,3.5,trinitario,madagascar
116,arete,maya mountain,1598,2015,70.0,u.s.a.,3.75,trinitario,belize
1510,soma,"abstract s. w/ jamaica nibs,batch abs60323.0",1828,2016,75.0,canada,3.75,unknown,venezuela
675,french broad,"palo blanco, chulucanas",883,2012,61.0,u.s.a.,3.5,unknown,peru
848,hummingbird,lam dong,1542,2015,70.0,canada,3.5,trinitario,vietnam
917,l.a. burdick (felchlin),peru,891,2012,74.0,u.s.a.,3.25,unknown,peru
139,askinosie,"tenende, uwate",647,2011,72.0,u.s.a.,3.75,trinitario,tanzania
233,bonnat,juliana,672,2011,75.0,france,3.5,unknown,brazil
1056,marou,ben tre,849,2012,78.0,vietnam,3.5,trinitario,vietnam
1614,tablette (aka vanillabeans),papua,1450,2015,62.0,japan,3.25,unknown,papua new guinea
1283,pierre marcolini,trinite,478,2010,75.0,belgium,3.25,trinitario,trinidad
750,guittard,haiti,1053,2013,65.0,u.s.a.,2.75,unknown,haiti
1049,marou,"tan phu dong island, heart of darkness",1650,2015,85.0,vietnam,3.25,trinitario,vietnam
1022,manoa,coto brus,1522,2015,72.0,u.s.a.,3.75,unknown,costa rica
946,laia aka chat-noir,"ivory coast, batch 56/100",1594,2015,75.0,france,3.0,unknown,ivory coast
1622,tcho,west africa,1716,2016,62.0,u.s.a.,2.0,forastero,west africa
415,chocovic,sambirano,478,2010,71.0,spain,3.5,trinitario,madagascar
1564,spagnvola,agrocriso plantation,793,2012,75.0,u.s.a.,3.25,unknown,dominican
82,amedei,venezuela,123,2007,70.0,italy,3.75,trinitario (85% criollo),venezuela
869,indi,honduras,1255,2014,77.0,u.s.a.,3.0,unknown,honduras
1421,santander (compania nacional),colombian 2008,404,2009,75.0,colombia,2.75,forastero (nacional),colombia
1712,vicuna,palos blancos + nibs,1470,2015,70.0,u.s.a.,3.25,unknown,bolivia
1543,soma,peruvian,676,2011,64.0,canada,4.0,unknown,peru
534,devries,dominican republic,166,2007,77.0,u.s.a.,3.5,unknown,dominican
1493,snake & butterfly,madagascar,502,2010,68.0,u.s.a.,3.0,trinitario,madagascar
1109,metiisto,akesson estate,1267,2014,72.0,sweden,3.5,trinitario,madagascar
265,brazen,maya mountain,1518,2015,80.0,u.s.a.,3.25,trinitario,belize
226,bonnat,gabon,1042,2013,75.0,france,3.25,unknown,gabon
323,cacaoyere (ecuatoriana),bolivar,245,2008,82.0,ecuador,2.5,forastero (arriba),ecuador
1741,willie's cacao,"java, indonesian black",1109,2013,100.0,u.k.,2.25,unknown,indonesia
744,guido castagna,arriba,355,2009,64.0,italy,3.0,forastero (arriba) ass,ecuador
1255,palette de bine,"silvestre, la paz, beni",1570,2015,70.0,canada,3.25,unknown,bolivia
1393,rogue,"silvestre, batch 7, 2013",1081,2013,75.0,u.s.a.,4.0,unknown,bolivia
1409,rozsavolgyi,principe,765,2011,77.0,hungary,2.75,forastero,principe
1059,mars,"matina 1-6, prototype",537,2010,65.0,u.s.a.,3.0,unknown,costa rica
136,artisan du chocolat,congo,300,2008,72.0,u.k.,3.75,forastero,congo
1664,tocoti,"wild bolivian, jungle love",927,2012,77.0,u.s.a.,3.0,criollo,bolivia
1356,raaka,amazon basin blend,1788,2016,70.0,u.s.a.,3.0,unknown,"peru(smartin,pangoa,nacional)"
515,davis,ghana,1093,2013,70.0,u.s.a.,2.5,forastero,ghana
459,coppeneur,"porcelana, apotequil",445,2009,62.0,germany,3.25,criollo,peru
497,dandelion,tanzania,654,2011,70.0,u.s.a.,3.25,unknown,tanzania
783,haigh,south america and africa,701,2011,70.0,australia,3.0,unknown,"south america, africa"
1235,original beans (felchlin),"alto beni, wild harvest, itenez r., 60hr c.",341,2009,68.0,switzerland,3.25,unknown,bolivia
510,dark forest,bolivia,1708,2016,75.0,u.s.a.,3.25,unknown,bolivia
1047,marana,san martin,1884,2016,70.0,peru,3.0,unknown,peru
37,alain ducasse,madagascar,1215,2014,75.0,france,3.0,trinitario,madagascar
1476,"smooth chocolator, the","oko caribe, dor005",1940,2017,70.0,australia,3.5,unknown,dominican
280,cacao atlanta,tumbes,1215,2014,75.0,u.s.a.,2.5,criollo,peru
1492,snake & butterfly,ghana,693,2011,67.0,u.s.a.,1.5,forastero,ghana
637,ethereal,ecuador,1275,2014,80.0,u.s.a.,3.5,unknown,ecuador
1123,middlebury,oko caribe,1490,2015,75.0,u.s.a.,3.75,unknown,dominican
1726,violet sky,cuyagua,1458,2015,77.0,u.s.a.,3.0,criollo,venezuela
995,madre,puerto rico,1085,2013,70.0,u.s.a.,2.75,unknown,puerto rico
1621,taza,"dark, stone ground",180,2007,70.0,u.s.a.,3.0,unknown,dominican
1134,mindo,ecuador,607,2010,67.0,u.s.a.,2.75,unknown,ecuador
778,habitual,sharkey,1201,2014,66.0,canada,3.25,unknown,hawaii
1605,szanto tibor,santo domingo,939,2012,70.0,hungary,3.25,unknown,dominican
126,artisan du chocolat,jamaica,531,2010,72.0,u.k.,3.75,trinitario,jamaica
1748,wm,"wild beniano, 2016, batch 128, heirloom",1912,2016,76.0,u.s.a.,3.5,unknown,bolivia
1462,silvio bessone,"porcelana, colombia, amazonas",741,2011,68.0,italy,3.0,"criollo, trinitario",colombia
1512,soma,"tien giang, black s., batch vit60420.0",1828,2016,70.0,canada,4.0,trinitario,vietnam
1719,vintage plantations,san martin,1205,2014,75.0,u.s.a.,3.0,unknown,peru
102,arete,hacienda victoria,1904,2016,70.0,u.s.a.,3.25,unknown,ecuador
20,a. morin,chanchamayo province,1019,2013,63.0,france,4.0,unknown,peru
1600,szanto tibor,porcelana,1263,2014,70.0,hungary,3.5,criollo,venezuela
964,letterpress,"la red, guaconejo",1566,2015,70.0,u.s.a.,3.25,unknown,dominican
78,amedei,chuao,111,2007,70.0,italy,5.0,trinitario,venezuela
870,iq chocolate,"satipo region, white label",943,2012,72.0,scotland,2.75,criollo,peru
725,fruition,signature blend,753,2011,66.0,u.s.a.,3.25,trinitario,costa rica
1444,seaforth,dominican republic,1658,2015,70.0,u.k.,2.75,unknown,dominican
1292,pierre marcolini,"porcelana, tabasco, limited ed.",81,2006,72.0,belgium,4.0,criollo,mexico
405,"chocolate tree, the",maranon,1582,2015,69.0,scotland,3.75,forastero (nacional),peru
1176,neuhaus (callebaut),west africa,15,2006,73.0,belgium,2.0,forastero,west africa
921,l.a. burdick (felchlin),grenada,576,2010,75.0,u.s.a.,3.25,trinitario,grenada
866,indah,india (south),1788,2016,61.0,india,2.5,unknown,india
1309,potomac,upala w/ nibs,647,2011,70.0,u.s.a.,3.5,matina,costa rica
76,amedei,porcelana,111,2007,70.0,italy,4.0,criollo (porcelana),venezuela
1354,quetzalli (wolter),"mexico, lot 28022016",1796,2016,70.0,mexico,2.75,criollo,mexico
1502,solstice,sambirano,1157,2013,70.0,u.s.a.,3.0,trinitario,madagascar
1322,pralus,claudio corallo w/ nibs,162,2007,75.0,france,4.0,forastero,sao tome
1312,potomac,bahia,789,2011,70.0,u.s.a.,3.5,unknown,brazil
687,fresco,"markham valley, #219, lr, mc",899,2012,69.0,u.s.a.,3.5,unknown,papua new guinea
1645,terroir,belize,1478,2015,70.0,u.s.a.,3.75,trinitario,belize
155,bar au chocolat,sambirano,983,2012,70.0,u.s.a.,3.75,trinitario,madagascar
337,cao,bolivia,1808,2016,75.0,u.s.a.,3.0,unknown,bolivia
366,castronovo,san martin,1105,2013,70.0,u.s.a.,2.5,criollo,peru
1643,tejas,"bahia, floresta azul,good friends reserve#3",971,2012,70.0,u.s.a.,3.5,forastero (parazinho),brazil
1668,tsara (cinagra),"ambanja, tsara valley",753,2011,72.0,madagascar,3.5,unknown,madagascar
156,baravelli's,single estate,955,2012,80.0,wales,2.75,unknown,costa rica
1257,palette de bine,kokoa kamili,1574,2015,72.0,canada,3.5,unknown,tanzania
689,fresco,"sambirano valley, #216, mr, lc",915,2012,74.0,u.s.a.,4.0,trinitario,madagascar
787,harper macaw,"vale do juliana e., atlantic forest",1700,2015,74.0,u.s.a.,3.5,unknown,brazil
1695,valrhona,abinao,153,2007,85.0,france,2.5,forastero,west africa
250,bowler man,maya mountain,1267,2014,70.0,u.s.a.,2.75,trinitario,belize
1237,original hawaiin chocolate factory,"hawai'i, kona estate grown",24,2006,60.0,u.s.a.,3.0,unknown,hawaii
1223,omnom,papua new guinea,1247,2014,70.0,iceland,3.0,unknown,papua new guinea
1095,meadowlands,bolivia,1287,2014,70.0,u.s.a.,2.5,unknown,bolivia
572,domori,ecuador,192,2007,70.0,italy,4.0,forastero (arriba),ecuador
1334,pralus,colombie,40,2006,75.0,france,3.5,trinitario,colombia
513,dark forest,tanzania,1554,2015,70.0,u.s.a.,3.0,unknown,tanzania
181,benoit nihant,"somia plantation, sambirano, 70hr c",773,2011,72.0,belgium,3.75,trinitario,madagascar
325,callebaut,grenade,296,2008,60.0,belgium,2.75,trinitario,grenada
1294,pierre marcolini,"ocumare, puerto cabello, venezuela",93,2006,72.0,belgium,4.0,criollo,venezuela
330,c-amaro,ecuador,1185,2013,100.0,italy,3.5,unknown,ecuador
350,caribeans,costa rica,841,2012,72.0,costa rica,3.0,forastero,costa rica
149,bakau,"bambamarca, 2015",1454,2015,70.0,peru,2.75,unknown,peru
1644,terroir,peru,1478,2015,70.0,u.s.a.,2.75,unknown,peru
933,la maison du chocolat (valrhona),loma sotavento,891,2012,66.0,france,3.5,unknown,dominican
751,guittard,nicaragua,1053,2013,65.0,u.s.a.,2.75,unknown,nicaragua
1364,ranger,"tumbes, batch 2",1562,2015,73.0,u.s.a.,3.5,criollo,peru
106,arete,"la masica, fhia",1908,2016,70.0,u.s.a.,3.5,unknown,honduras
1363,ranger,"chulucanas, batch 1",1562,2015,80.0,u.s.a.,3.25,unknown,peru
622,enric rovira (claudio corallo),terreiro velho p.,565,2010,80.0,spain,3.25,forastero,sao tome & principe
1716,videri,dark,1117,2013,90.0,u.s.a.,3.75,unknown,central and s. america
1544,soma,"three amigos(chuao, wild bolivia, d.r.)",676,2011,70.0,canada,4.0,unknown,venezuela
1496,sol cacao,madagascar,1518,2015,72.0,u.s.a.,3.0,trinitario,madagascar
422,chocovivo,tabasco,1522,2015,65.0,u.s.a.,2.5,trinitario,mexico
1560,soul,papua new guinea,1936,2017,77.0,canada,3.25,unknown,papua new guinea
1701,valrhona,"porcelana, maracaibo, palmira p. 2005",75,2006,64.0,france,3.0,criollo (porcelana),venezuela
697,fresco,"conacado, #213, dr, -c",682,2011,72.0,u.s.a.,3.25,unknown,dominican
990,madecasse (cinagra),madagascar,284,2008,67.0,madagascar,3.5,trinitario,madagascar
380,chequessett,la amistad,1235,2014,70.0,u.s.a.,3.5,unknown,costa rica
671,french broad,san andres,1209,2014,80.0,u.s.a.,3.0,unknown,costa rica
1341,pump street bakery,"akesson's, batch 4411",1530,2015,74.0,u.k.,3.5,criollo,madagascar
1450,shark mountain,ecuador,1335,2014,75.0,u.s.a.,3.0,trinitario,ecuador
583,duffy's,"rico rugoso, xoco",1331,2014,76.0,u.k.,3.75,criollo,nicaragua
1580,stella (aka bernrain),"bahia, agri-forestal plantation, 2010",859,2012,68.0,switzerland,2.75,trinitario,brazil
719,fruition,"coto brus, heirloom, batch 1",1780,2016,74.0,u.s.a.,4.0,amazon mix,costa rica
383,choco del sol,maya mountain w/ nibs,1407,2014,75.0,germany,3.0,trinitario,belize
1179,nibble,patanemo,1526,2015,72.0,u.s.a.,2.25,criollo,venezuela
1620,taza,chiapan,451,2009,75.0,u.s.a.,2.75,unknown,mexico
1035,map chocolate,"ben tre, surprise valley",1896,2016,75.0,u.s.a.,3.25,trinitario,vietnam
1747,wm,"guasare, zulia prov., 2015, batch 124",1912,2016,74.0,u.s.a.,3.0,criollo,venezuela
1286,pierre marcolini,"bahia brazil, fazenda sao pedro",414,2009,72.0,belgium,3.0,forastero,brazil
279,cacao arabuco,puerto rico,1606,2015,70.0,puerto rico,2.5,unknown,puerto rico
1513,soma,"camino verde, black s., batch cvu6030.0",1832,2016,70.0,canada,3.25,unknown,ecuador
1773,zokoko,guadalcanal,1716,2016,78.0,australia,3.75,unknown,solomon islands
784,harper macaw,"vale do juliana, w/ nibs",1808,2016,85.0,u.s.a.,3.25,unknown,brazil
908,kto,roig,1426,2014,72.0,u.s.a.,3.25,unknown,dominican
766,guittard,sur del lago,87,2006,65.0,u.s.a.,2.5,"trinitario, criollo",venezuela
601,east van roasters,peru,1343,2014,70.0,canada,3.25,unknown,peru
1138,mission,"bahia, fazenda venturosa",1626,2015,70.0,brazil,3.5,forastero (parazinho),brazil
1753,woodblock,ecuador,825,2012,70.0,u.s.a.,2.5,unknown,ecuador
348,caribeans,"talamanca, raul-kekoldo community",1586,2015,72.0,costa rica,3.25,unknown,costa rica
545,dick taylor,mantuano,682,2011,75.0,u.s.a.,2.75,criollo,venezuela
207,bittersweet origins,puerto plata,233,2008,68.0,u.s.a.,3.75,unknown,dominican
1233,original beans (felchlin),"d.r. congo, cru virunga",331,2009,70.0,switzerland,3.0,forastero,congo
931,la maison du chocolat (valrhona),tobago,1145,2013,60.0,france,3.25,unknown,tobago
668,frederic blondeel,madagascar,1351,2014,65.0,belgium,3.5,trinitario,madagascar
666,frederic blondeel,vietnam,1542,2015,80.0,belgium,3.0,trinitario,vietnam
1041,map chocolate,"tumbes, dear mr. finley, 2014",1606,2015,68.0,u.s.a.,3.5,criollo,peru
274,burnt fork bend,trinidad,1299,2014,72.0,u.s.a.,3.25,trinitario,trinidad
1487,"smooth chocolator, the",camino verde,1622,2015,72.0,australia,4.0,unknown,ecuador
1557,soul,madagascar,1936,2017,70.0,canada,3.5,unknown,madagascar
1589,summerbird,peru,1800,2016,61.0,denmark,2.5,"criollo, trinitario",peru
1279,paul young,"madagascar, w/ shell",1271,2014,64.0,u.k.,2.75,trinitario,madagascar
1555,somerville,"hawaiian, big island",1395,2014,70.0,u.s.a.,3.5,unknown,hawaii
1752,woodblock,gran couva,1042,2013,70.0,u.s.a.,3.5,trinitario,trinidad
1325,pralus,sao tome & principe,5,2006,75.0,france,3.5,forastero,sao tome & principe
999,madre,"hamakua coast, kokoleka",991,2012,70.0,u.s.a.,3.25,unknown,hawaii
1504,solstice,bolivia,1161,2013,70.0,u.s.a.,3.25,unknown,bolivia
1112,michel cluizel,"carenero superior, concepcion",117,2007,66.0,france,3.5,trinitario,venezuela
1092,maverick,tumbes,1430,2014,82.0,u.s.a.,3.25,criollo,peru
1044,map chocolate,le chocolat chaud,1634,2015,78.0,u.s.a.,3.5,unknown,honduras
505,danta,las acacias e.,423,2009,75.0,guatemala,3.0,criollo,guatemala
200,bittersweet origins,"ocumare, prototype",565,2010,78.0,u.s.a.,3.0,criollo,venezuela
1219,olivia,carribean,688,2011,85.0,canada,2.75,unknown,carribean
907,kto,elvesia,1426,2014,72.0,u.s.a.,3.25,unknown,dominican
1247,pacari,nube- prototype,721,2011,70.0,ecuador,3.5,unknown,ecuador
1094,mayacama,hispaniola,1728,2016,72.0,u.s.a.,3.0,unknown,dominican
137,artisan du chocolat (casa luker),"orinoqua region, arauca",1181,2013,72.0,u.k.,2.75,trinitario,colombia
945,laia aka chat-noir,"peru, batch 51/100",1590,2015,75.0,france,3.25,unknown,peru
375,cemoi,equateur,404,2009,72.0,france,2.75,unknown,ecuador
727,garden island,"kaua'i, alea estate +world",1367,2014,85.0,u.s.a.,2.5,blend,hawaii
1397,rogue,piura,565,2010,75.0,u.s.a.,3.75,unknown,peru
962,letterpress,"san juan estate, gran couva",1562,2015,70.0,u.s.a.,3.5,trinitario,trinidad
531,desbarres,"kilombero, batch 41",1916,2016,72.0,canada,2.5,unknown,tanzania
373,cello,venezuela,1251,2014,70.0,u.s.a.,2.75,unknown,venezuela
1122,middlebury,san juan estate,1490,2015,70.0,u.s.a.,3.5,trinitario,trinidad
1714,videri,trinidad,1211,2014,75.0,u.s.a.,3.5,trinitario,trinidad
1081,mast brothers,conacado,777,2011,73.0,u.s.a.,3.25,unknown,dominican
1546,soma,chuao,688,2011,70.0,canada,3.5,criollo,venezuela
1083,mast brothers,patanemo,572,2010,81.0,u.s.a.,2.75,criollo,venezuela
206,bittersweet origins,bocas del toro,233,2008,75.0,u.s.a.,3.5,unknown,panama
850,hummingbird,"bolivia, bo-nib-ia, w/ nibs",1311,2014,70.0,canada,3.0,"criollo, trinitario",bolivia
926,la chocolaterie nanairo,"lumas, 2015 harvest, batch 6, brown sugar",1892,2016,70.0,japan,2.25,"trinitario, criollo",peru
1170,nathan miller,hispaniola,1403,2014,70.0,u.s.a.,2.5,unknown,dominican
702,fresco,"jamaica, #206, dr, lc",370,2009,70.0,u.s.a.,3.0,trinitario,jamaica
2,a. morin,atsane,1676,2015,70.0,france,3.0,unknown,togo
201,bittersweet origins,puerto plata,414,2009,75.0,u.s.a.,3.0,unknown,dominican
1597,szanto tibor,"winak, sumaco",1704,2015,70.0,hungary,3.75,forastero (nacional),ecuador
735,goodnow farms,"almendra blanca, batch 1004",1924,2016,77.0,u.s.a.,2.75,unknown,mexico
492,dandelion,upala,805,2012,70.0,u.s.a.,3.0,unknown,costa rica
1561,soul,tanzania,1940,2017,80.0,canada,3.5,unknown,tanzania
439,coleman & davis,sambirano,1646,2015,75.0,u.s.a.,3.0,trinitario,madagascar
709,friis holm (bonnat),"barba, xoco",1034,2013,70.0,denmark,3.25,unknown,nicaragua
1136,minimal,"acul-du-nord, 2015",1920,2016,70.0,japan,3.5,"criollo, trinitario",haiti
959,letterpress,"maya mtn, batch 18, heirloom",1952,2017,70.0,u.s.a.,3.25,unknown,belize
486,dandelion,buto,1303,2014,70.0,u.s.a.,2.75,unknown,liberia
557,domori,"il100, h. san jose",1109,2013,100.0,italy,3.0,criollo,venezuela
682,fresco,"maranon, #230, dr, lc",1387,2014,70.0,u.s.a.,3.5,forastero (nacional),peru
496,dandelion,madagascar,654,2011,70.0,u.s.a.,3.25,trinitario,madagascar
1090,maverick,maya mountain,1367,2014,70.0,u.s.a.,3.25,trinitario,belize
22,a. morin,peru,797,2012,63.0,france,3.75,unknown,peru
1263,palette de bine,gran couva,1399,2014,70.0,canada,3.75,trinitario,trinidad
801,hello cocoa,venezuela,1462,2015,74.0,u.s.a.,3.5,criollo,venezuela
1269,parliament,oko caribe,1255,2014,70.0,u.s.a.,3.5,unknown,dominican
1574,srsly,dominican republic,1121,2013,84.0,u.s.a.,2.25,unknown,dominican
1174,neuhaus (callebaut),manickchand estate,230,2008,67.0,belgium,3.75,trinitario,trinidad
132,artisan du chocolat,brazil rio doce,363,2009,72.0,u.k.,1.75,unknown,brazil
1332,pralus,vanuatu,40,2006,75.0,france,3.0,trinitario,vanuatu
1162,naive,trinidad & tobago,1046,2013,70.0,lithuania,3.75,unknown,"trinidad, tobago"
1794,zotter,"brazil, mitzi blue",486,2010,65.0,austria,3.0,unknown,brazil
1783,zotter,"loma los pinos, yacao region, d.r.",875,2012,62.0,austria,3.75,unknown,dominican
449,coppeneur,ecuador puristique,817,2012,100.0,germany,1.5,unknown,ecuador
1588,sublime origins,moho valley,1157,2013,78.0,u.s.a.,3.25,trinitario,belize
336,cao,"porcelana, batch 5163",1804,2016,70.0,u.s.a.,3.0,criollo,venezuela
1430,scharffen berger,amina,464,2010,65.0,u.s.a.,3.75,"trinitario, criollo",madagascar
882,just good chocolate,peru,1375,2014,70.0,u.s.a.,4.0,unknown,peru
979,lonohana,"haleiwa e, o'ahu, 2014",1395,2014,75.0,u.s.a.,3.75,unknown,hawaii
